,CORN,SOYABEAN,WHEAT_SRW,WHEAT_HRW
2010-03-03,-7170704.536651955,-700121.8169708234,-2475969.665385575,-4001478.997246231
2010-03-04,-6092441.9558738,-407557.07306371833,-2451225.7587794517,-4000132.6887268433
2010-03-05,-6158457.285280454,295112.1641384139,-2440882.441929321,-4165161.9526403556
2010-03-08,-7255082.576542148,-1897101.685979716,-2595162.410995042,-4566825.385652647
2010-03-09,-7570305.986985264,-1265918.4280855004,-2629234.80729905,-4784228.9584147455
2010-03-10,-9190330.301922051,-890204.6913165918,-3451759.772149673,-4980584.941755613
2010-03-11,-9945167.166801006,-1071752.6954748472,-2551130.957121474,-4983685.268538183
2010-03-12,-11533090.923328528,-1329627.3886497633,-2749202.371157609,-4983787.9878550805
2010-03-15,-14291531.832592838,-4347765.015603837,-2775197.436943479,-4989077.471847399
2010-03-16,-14764664.281488547,-3886756.1938967058,-2683888.997260794,-5320639.209880455
2010-03-17,-14784993.30245218,-3413047.838169678,-2615443.6145006083,-5333122.252350978
2010-03-18,-15942583.212025916,-2816742.1961575667,-2668570.7591539575,-5327141.906968417
2010-03-19,-15439478.87737604,-2817292.979967185,-2786175.3017797936,-6014101.293347364
2010-03-22,-18682609.71804573,-4916699.243406866,-2745019.0086498484,-6006353.1453514
2010-03-23,-18072875.25169675,-4520878.882719512,-2768818.70562647,-5992802.5029099565
2010-03-24,-19428765.49164248,-3925181.0218805894,-2765575.886252957,-6076446.740481753
2010-03-25,-20161475.155130174,-3472437.9905561768,-2792698.018789074,-6070829.233615194
2010-03-26,-20013506.181461483,-3000373.9451875994,-2756603.3119060136,-6066026.616447363
2010-03-29,-20459354.759097584,-4576617.646641976,-2727355.815879713,-6074690.61954266
2010-03-30,-20913678.823659174,-4525078.214644516,-2788138.256866428,-6786570.182381685
2010-03-31,-23224163.38429559,-5323572.047327167,-3064704.993138002,-6809071.222050518
2010-04-01,-22969002.087860715,-4024095.025518234,-3097371.888860757,-6796916.62255917
2010-04-05,-24416100.887874197,-5818875.971099111,-3121740.559332061,-7226803.255664051
2010-04-06,-24870031.5339609,-5339138.66782321,-3087264.703300443,-7253396.201068976
2010-04-07,-26916057.94480048,-5443757.55210269,-3009626.9754424556,-7264285.876785532
2010-04-08,-26678066.67791038,-5345070.191432727,-3002056.6097361194,-7262380.462645975
2010-04-09,-26698087.789569046,-5053830.526834666,-3080185.2465383234,-7333633.58450977
2010-04-12,-28610333.63193444,-6649699.566218448,-3139637.486285029,-7295947.535201472
2010-04-13,-29475916.205179982,-6798789.690559843,-3152396.8249160754,-7216220.559475703
2010-04-14,-31010783.710111745,-6265099.754343467,-3258573.030218789,-7219813.981258437
2010-04-15,-32889313.879511822,-6102984.192839893,-3231017.7682305677,-7359618.456445953
2010-04-16,-33574955.83782214,-5967472.208736017,-3275472.1057456248,-7650917.983625597
2010-04-19,-36123524.68049442,-7340361.439119237,-3330036.7154448405,-7598170.7850612765
2010-04-20,-36369852.16157125,-6798864.111542528,-3368761.704678789,-7708695.941458612
2010-04-21,-37013464.10403463,-6001616.527188714,-3360535.23949703,-7629989.57065449
2010-04-22,-38034177.470618084,-5654293.231773391,-3392276.203315585,-7520406.881602583
2010-04-23,-38564809.943590015,-5789845.289539037,-3519026.093141262,-7488392.876540919
2010-04-26,-40058578.586094245,-7285257.06435056,-3586319.740418549,-7438922.993790372
2010-04-27,-40823735.59080307,-6337621.918595395,-3577738.7651350885,-7283166.35629487
2010-04-28,-40739081.456787884,-5462440.279555466,-3595964.910689427,-7150779.2113706395
2010-04-29,-42659519.935071014,-5086236.867027362,-3580779.9134025574,-7040678.778355114
2010-04-30,-44199359.23332239,-6306836.112220503,-3783087.6521266755,-7016793.485028023
2010-05-03,-45002418.51668016,-6435335.264437493,-3953886.5587566337,-6896044.045217178
2010-05-04,-45187392.0368903,-6140798.600173435,-3927569.7749411645,-7126818.619457135
2010-05-05,-45159454.08557204,-6006218.616205419,-4146457.1974206073,-7026977.943786547
2010-05-06,-45698539.32943666,-5792471.53098432,-4236484.681005143,-6922713.18697013
2010-05-07,-45858112.56425572,-5997641.454064106,-4297100.51605764,-6830845.2227248
2010-05-10,-46813067.09466438,-7341404.285473553,-4344714.303943738,-6737963.052344557
2010-05-11,-49242922.58190287,-7207159.276233832,-4258401.053320762,-6705314.687224877
2010-05-12,-50240861.64662316,-7045059.780032775,-4308015.699367106,-6965137.236815881
2010-05-13,-51546514.874520645,-6807166.444450051,-4312331.079774622,-6886202.388886922
2010-05-14,-51467859.70924749,-6664687.740099137,-4369392.133342555,-6790580.491727592
2010-05-17,-51776421.74609759,-7590507.94070851,-4355206.851758562,-6807078.668110027
2010-05-18,-53762965.24763502,-7282981.941484804,-4419593.807991854,-7175375.578849027
2010-05-19,-53865581.874987975,-6954170.985958518,-4406089.911824891,-7513744.526209661
2010-05-20,-54589555.13763688,-6750711.102689888,-4426978.653929726,-7481692.006701591
2010-05-21,-55030455.58716797,-6411637.218570916,-4429121.057071224,-7967777.7664818065
2010-05-24,-55037491.99769104,-7562761.594591576,-4412992.290805952,-7959693.501280384
2010-05-25,-56797748.73831159,-7122111.069018916,-4316243.90603849,-7908759.976548503
2010-05-26,-57431586.46119994,-6928633.243101429,-4312703.956416906,-7890232.40762304
2010-05-27,-57775531.88548135,-6741058.994019946,-4319769.012302133,-7969091.274139684
2010-05-28,-60087996.289969206,-10002448.513350526,-4503374.428674133,-7943352.889058104
2010-06-01,-61082565.25577083,-9138139.53669698,-4571443.831220121,-7949405.223241241
2010-06-02,-61188122.12391147,-9098423.352350514,-4622705.070156809,-7989316.860730332
2010-06-03,-61251253.95092738,-8982349.918758778,-4643617.473085757,-8201932.034698921
2010-06-04,-60660403.71650504,-8675570.07515382,-4648076.928907269,-8220168.039777679
2010-06-07,-61141500.15354885,-10452178.86074108,-4563193.015080559,-8247322.717232989
2010-06-08,-61775238.78100791,-10199446.63279693,-4443044.309740537,-8260841.96572614
2010-06-09,-62322844.21004528,-9976052.406357853,-4291288.082614143,-8330598.130437797
2010-06-10,-61861830.95087061,-9929101.835790124,-4100600.2662966903,-8339737.404387381
2010-06-11,-62399702.073521174,-9676451.437814897,-3838322.591390495,-8354819.722851929
2010-06-14,-63900863.25654879,-10844105.799884303,-2733989.660993181,-8403444.657450875
2010-06-15,-63236375.61578735,-10271610.071098289,-2003869.2922992497,-8526669.22271073
2010-06-16,-63403872.09108311,-9838778.295299858,-1681606.7885338431,-8547487.44686629
2010-06-17,-62358258.50004016,-9391845.094356935,-1517269.4363741018,-8456104.104189195
2010-06-18,-62228621.941201515,-9321396.695705172,-1364071.8457123342,-8109764.0095840795
2010-06-21,-63656778.737963706,-10594464.619827017,-554411.3571473995,-5533547.132634614
2010-06-22,-63840251.90065599,-10488415.054720337,-112444.97623721376,-4323171.895030971
2010-06-23,-66086362.89166869,-10473300.7177967,-66553.46712692609,-2995073.440353365
2010-06-24,-66084623.51242974,-9863504.726846538,499860.5206688093,-1639417.9367545606
2010-06-25,-65812499.10153896,-9489857.95178527,873625.5777590044,-349298.0953880206
2010-06-28,-67084112.446346216,-11192409.501543395,1490274.8491676133,3131620.232661641
2010-06-29,-68709527.07648961,-10499899.522651272,1967574.9358306532,3706107.8394730305
2010-06-30,-71331249.22824414,-11850556.755851077,2141310.7104345947,4465634.221620128
2010-07-01,-70504078.266734,-11089013.579033598,2695955.801555148,4680075.007959027
2010-07-02,-70159490.34772134,-11085191.390865888,3017687.509204789,5551317.222185611
2010-07-06,-70289437.77690485,-13547146.097180799,3919303.4156498536,5349222.216328185
2010-07-07,-70054595.61009608,-13485222.068800002,4061874.3642229815,5346366.87411269
2010-07-08,-68960686.88093358,-13288035.121947877,4291059.502784769,5896134.8594800625
2010-07-09,-68815055.41067764,-12554792.490849324,4495383.339330008,6891129.317846386
2010-07-12,-68907528.53682356,-13425707.921473145,4774860.362084004,6909351.025356267
2010-07-13,-68500639.78626047,-12523220.169211231,5059539.797271744,7929792.930802969
2010-07-14,-68995905.40627725,-12035628.309884958,5181116.454038876,8702858.63285829
2010-07-15,-68538817.56755564,-11511176.347928403,5026739.0760363,8953039.860125536
2010-07-16,-68699761.75489663,-11144263.593189836,5185137.812932775,9794143.351187918
2010-07-19,-68882570.95689377,-11814072.208533691,5433965.585939438,10459400.98853237
2010-07-20,-69151753.67398874,-11213367.646756696,5774840.004130696,11234237.075346734
2010-07-21,-68978829.12023234,-11185291.806664575,5724847.045814899,11741829.547032522
2010-07-22,-69100355.2916352,-10881698.98485558,5720194.267620364,12524342.324106585
2010-07-23,-68387668.61082156,-10841070.887047898,5925795.648500203,13316387.92450303
2010-07-26,-70980841.46717717,-11903883.979021372,5987985.254942786,14179656.903513033
2010-07-27,-70736267.0191479,-11671880.187385362,6055452.489241066,13880779.381411742
2010-07-28,-71278628.78941576,-11276375.290234404,5987243.66850576,14057014.866087714
2010-07-29,-71493523.49228989,-11334305.936225059,5871464.263222618,14492114.674979497
2010-07-30,-73118449.70087793,-13538850.482829547,5665730.136026128,14948095.017928975
2010-08-02,-74403494.7177597,-13663619.807436455,5749802.392080628,15345085.15252427
2010-08-03,-73451292.4392078,-13665104.860625789,5817739.43025245,15596619.330057576
2010-08-04,-72927694.65142022,-13461478.521328734,5727877.625487791,16050410.7336204
2010-08-05,-72111580.23652656,-13323298.748899436,5808286.658367949,16391473.052700114
2010-08-06,-72457738.26904441,-15388171.277236655,5830001.113802315,16727799.608609196
2010-08-09,-73048789.77359396,-16228989.946236461,5904243.217106205,16717934.571694382
2010-08-10,-72961541.69381562,-15934905.48623934,6016705.854428926,16432072.961234316
2010-08-11,-72724155.27797958,-16229966.869361589,6138456.093406886,16766462.039136156
2010-08-12,-72532873.60948792,-16179692.124345636,6158738.582886891,17036500.50140007
2010-08-13,-72379525.787286,-16226692.32792489,5882075.76259662,17306564.687058814
2010-08-16,-72655381.91563657,-17294936.75714519,5882530.429454108,17491992.95020401
2010-08-17,-72429045.18930002,-17277536.815596275,5909347.429412556,17726469.880012885
2010-08-18,-72215358.10471322,-17231269.764063902,5972382.999818458,17602624.778153207
2010-08-19,-73481024.58433795,-17017427.054779794,6004990.440913997,16837003.576125257
2010-08-20,-72716827.10521351,-17112061.425323144,5743106.138197369,16824475.92715376
2010-08-23,-74036461.04652433,-18033291.25934494,5561120.927888083,17055395.02132302
2010-08-24,-73559831.25805491,-17972825.173930924,5568055.718276684,17302134.59082874
2010-08-25,-73540990.18640728,-18087324.029982053,5616696.474655865,16919801.371323768
2010-08-26,-72825105.11279614,-17910089.14465541,5636422.854311242,16948675.44249763
2010-08-27,-72222005.24137416,-17834226.68204149,5632424.994121263,17231314.242224082
2010-08-30,-74021864.6453005,-18852395.905333623,5622210.598133777,17472707.55174813
2010-08-31,-74849330.13299112,-20185592.711571515,5654806.127551439,16902613.843106445
2010-09-01,-73189701.51885156,-19092152.873242676,5665655.098932725,16814060.884612676
2010-09-02,-72800754.64594004,-18709496.509694025,5692483.901639951,16386937.467121504
2010-09-03,-72726074.45499662,-18546833.59332808,5702204.879206041,16496171.394016476
2010-09-07,-69607432.27472311,-19585221.4847081,5463625.797904624,16615825.811242813
2010-09-08,-67271942.73179339,-18997044.861547027,5481714.785588631,16402833.894711733
2010-09-09,-65120358.67019623,-18208819.897929326,5447326.740540371,16546435.276606113
2010-09-10,-63733198.73332684,-17573061.499392357,5465137.690189999,16303808.915499993
2010-09-13,-61670993.41960047,-17903794.32314904,5445079.750394295,16065116.699417302
2010-09-14,-60549495.33918025,-16345902.76633226,5467360.944334277,16138967.877464524
2010-09-15,-59073059.29554353,-14893146.577694792,5491231.521092997,16267237.483389676
2010-09-16,-57085245.85228254,-13638732.388027119,5494680.247531764,16339354.689728446
2010-09-17,-56399273.72182551,-13085429.816650843,5430516.712268819,16061250.386582447
2010-09-20,-53342398.81891854,-12532245.210833175,5385942.763949444,16153513.586827518
2010-09-21,-52724578.48671158,-11514566.00950372,5415264.541816087,16195293.278438035
2010-09-22,-51610175.984642,-10110693.564529497,5405795.715769024,15887681.735416839
2010-09-23,-51205515.038722314,-9052354.98598057,5405577.6010176465,15673403.637987072
2010-09-24,-50995915.15113536,-8334789.93098506,5394669.919994126,15691013.858908646
2010-09-27,-48457416.22850982,-7403735.94642781,5425795.057220098,15755944.65273366
2010-09-28,-48237207.51912883,-6017711.202428089,5434408.768914397,15795171.163998097
2010-09-29,-46501278.19664409,-3098263.7517555407,5464384.363620533,15825539.805286575
2010-09-30,-46359745.46314118,-1797678.3958904957,5475415.007473579,15859409.46883924
2010-10-01,-43731366.74733149,3188909.7750273813,5481075.580967602,15894112.632882765
2010-10-04,-38776493.48321967,10979939.43279858,5424378.436912416,15899767.016765267
2010-10-05,-37125005.932625614,13839324.532651208,5425075.226209672,15904068.92579008
2010-10-06,-35608038.625600226,16960659.856135573,5432338.443632313,15693890.23825399
2010-10-07,-34661631.435579374,20070881.728481077,5435009.920154051,15679293.192670207
2010-10-08,-32993954.1327549,24022900.228638653,5432706.149711603,15632685.71052137
2010-10-11,-28919258.231901884,28230793.550572153,5436975.319813099,15631376.44970309
2010-10-12,-26683063.362947486,28531412.520883895,5438177.470119741,15665258.207846055
2010-10-13,-24428242.230787158,28811624.501742873,5439233.141149542,15251597.999924855
2010-10-14,-21727579.28609154,30775652.66620616,5453944.068579107,15260324.818299642
2010-10-15,-19851872.883771054,31448095.699317556,5459282.162674149,15239245.79101397
2010-10-18,-15706315.730746623,33890003.98935828,5459858.1390048945,15222477.297360398
2010-10-19,-14113978.800598513,33322455.642887723,5460407.905434793,15225429.173723852
2010-10-20,-11410363.390279088,34214045.16573685,5463175.132254648,15216554.805660374
2010-10-21,-8939462.726440504,34385726.33612299,5470579.633248614,15219022.112688338
2010-10-22,-6670141.843504809,33683432.66568026,5486390.531705108,15213328.728736695
2010-10-25,-4529852.867895943,30530372.62302561,5527757.381768508,15217238.213256374
2010-10-26,-3779519.887299458,29580317.778200414,5529091.680828138,14952026.668234225
2010-10-27,-3491233.7769280374,30194947.37021205,5523327.886674443,14954343.699259315
2010-10-28,-2530214.3656222643,30106836.677592758,5521502.758642428,14954674.39932763
2010-10-29,-2313391.678375074,26838691.30367744,5517662.903981528,14955163.302585306
2010-11-01,-1586105.8922899915,28267827.58244667,5518967.907907618,14950039.311420407
2010-11-02,-1083643.323493517,27726001.34185347,5514162.115873208,14242899.540858205
2010-11-03,927301.1024482616,27762735.88160697,5510071.8721289635,14241145.809674533
2010-11-04,1816596.0640936291,27644015.07542403,5415734.280361066,13881233.557980692
2010-11-05,839124.3879132271,27200041.947132453,5412853.00083056,13845251.099590754
2010-11-08,1252396.525379344,25980656.33324471,5416113.745111625,13817511.1797595
2010-11-09,1715438.769091055,26124516.168406397,5407210.674703006,13815322.124050984
2010-11-10,1798796.135585655,26058617.363911934,5414061.062838385,13783587.632208185
2010-11-11,1680687.6426482096,26373366.945608277,5413488.878742599,13765633.461970348
2010-11-12,966334.7889002946,25417664.23844882,5361288.123826567,13499459.130380264
2010-11-15,-427770.6973736943,23733913.973432146,5341136.8041761415,13083454.54449042
2010-11-16,-207986.19690715,24363132.319887765,5329174.905605983,13003376.952044062
2010-11-17,168760.42923101093,25034617.497058578,5144802.984587156,12457905.766843008
2010-11-18,306487.1098381203,24600623.60942019,5149902.448134239,12267500.811277976
2010-11-19,732312.7311724671,24417407.416660633,5156266.447319284,11963614.225471823
2010-11-22,-1587705.7172971824,22692256.16577235,5159173.755302533,11516107.622237043
2010-11-23,-2777561.5427981345,22840908.947548002,5125592.214408616,11356708.577800984
2010-11-24,-2782301.079622057,23644761.085062016,5100386.238753447,11179115.158190241
2010-11-26,-3322573.7214656463,23791170.48682931,5095330.141516276,11212072.958105776
2010-11-29,-5507396.900658307,19484679.091166005,5028222.691264871,11208671.010457488
2010-11-30,-6024312.867723884,18103253.76681424,4909558.930814037,11211234.75715815
2010-12-01,-5276796.238108414,19555887.799396943,4852056.87867692,11221247.226248974
2010-12-02,-3665062.907812635,20255560.058865026,4794397.584299633,11239986.463237884
2010-12-03,-3010231.9677570052,21845592.640884988,4728294.944662467,10635826.551673796
2010-12-06,-4947316.9571121745,18975414.78296045,4738302.959772744,10653944.195793927
2010-12-07,-3350892.9777289014,19312295.57831196,4644018.827473256,10679982.681426406
2010-12-08,-2946877.213569553,20085212.87215932,4575628.043883498,10713374.175196482
2010-12-09,-2466315.715182666,20442272.347275093,4441652.875695053,10734916.555832617
2010-12-10,-1515467.9857126605,20966781.455981184,4252971.769757355,11094115.093668077
2010-12-13,-3832343.9388588574,18468193.54776072,4142190.1508121714,10745437.683635166
2010-12-14,-3941277.166860481,18216903.538549226,4127490.3330550143,10764287.816604255
2010-12-15,-4005771.0960167134,18416599.071635723,4138555.2900508614,10757609.142574964
2010-12-16,-3856314.3493607147,18807551.692486048,4145454.8361274446,10434681.517776713
2010-12-17,-4361987.465588283,18235785.014195282,4138194.6307761734,10320921.447900083
2010-12-20,-6299813.465601275,17293632.27534643,4150006.6580144013,10335729.944303872
2010-12-21,-7171636.806753875,18060993.538052633,4171169.7346794796,10099022.963116014
2010-12-22,-6627589.318557827,18489927.165012386,4200428.567375657,10123977.349235313
2010-12-23,-7500539.314328783,18414689.86622245,4173258.9120551147,10125476.480373034
2010-12-27,-7811807.575407616,19448188.494708754,4175183.2807691577,10042755.964832665
2010-12-28,-8090054.421202637,16005138.001073021,4188747.215377104,10046278.823007867
2010-12-29,-8034341.745342659,16956441.834949,4004144.989102844,9805246.79966852
2010-12-30,-10352025.931874737,14959370.56075527,3947195.6359473625,9822699.596219068
2010-12-31,-10611635.1671256,15333302.690238822,3870714.056769607,9766679.791008735
2011-01-03,-10928923.970892806,15243140.510314925,3818318.866210927,9773945.177677896
2011-01-04,-9430432.850221891,16659027.349570684,3829885.288429115,9424821.598821132
2011-01-05,-8152382.055264804,17121433.141636193,3841664.6640194478,9418660.45130066
2011-01-06,-6700900.655956553,18837964.304142512,3853165.003315494,9434639.359008495
2011-01-07,-5587504.918232168,19518418.54989885,3868751.1087741973,9361460.396122301
2011-01-10,-6753738.097237091,16788723.863540847,3879233.32698166,8727299.63883183
2011-01-11,-8025455.326586506,16332570.113348154,3912148.7329449416,8708265.534763861
2011-01-12,-8502425.601243595,15381139.815930761,3939020.566835892,8709416.26113588
2011-01-13,-8080543.2913472075,15669510.145813348,3861211.101877505,8713887.879542146
2011-01-14,-7068540.644760707,15970898.629744377,3828755.099614898,8663653.141432267
2011-01-18,-7042868.69591603,13611553.385062058,3674817.1666186694,8309805.950640794
2011-01-19,-6351951.429898536,13338754.223625612,3553331.8500241768,8308927.384980125
2011-01-20,-7836735.189215629,13185609.336967887,3294899.594364766,8290357.536186931
2011-01-21,-8046816.18588563,13197945.183883816,3239385.322264436,8265447.26251868
2011-01-24,-9880689.538372226,12221135.904076751,3216138.0024754354,8240464.639713096
2011-01-25,-9865165.045577869,11857164.099967133,3248476.320373055,8086944.105331149
2011-01-26,-8336890.554245855,11712182.851481285,3269735.906170424,7752551.192158578
2011-01-27,-7870518.039988766,12527965.618120901,3235732.2453291724,7740344.556501175
2011-01-28,-7669850.591534511,12384195.731384244,3080061.8984390902,7640011.900681899
2011-01-31,-10236358.326158756,9329846.758596895,3008779.092241855,7602531.941016149
2011-02-01,-10957357.521929592,9846100.576546757,3028845.9682412697,7590086.559916998
2011-02-02,-11223623.12486411,9002409.521065375,3027603.841339918,7482932.418232706
2011-02-03,-10833481.177517518,8938899.127297759,2936137.467272929,7470370.122841671
2011-02-04,-10755326.26021411,9617690.940832281,2908844.5052523986,7563371.9072658485
2011-02-07,-11870374.828678356,8927373.378033517,2919745.0713129165,7582828.909420313
2011-02-08,-11394589.83261728,8919890.497804267,2922468.8971704445,6910714.374633909
2011-02-09,-10982948.92316259,9665891.748752596,2885478.31043442,6550998.27768364
2011-02-10,-11201247.566271372,9972265.502840342,2909425.351834287,6541842.687232195
2011-02-11,-10343157.676436942,10146652.774156524,2960410.9283943446,6474592.724696595
2011-02-14,-10087296.029210167,9063792.283034775,2945548.211664639,6131769.770570376
2011-02-15,-10032611.481253842,9792984.510524943,2612670.01941119,6008854.235754583
2011-02-16,-9323412.78129524,10036179.092630984,2370446.4406030723,5891638.9183148015
2011-02-17,-9039287.586008616,10413199.665814683,2311878.813339571,5902641.872132129
2011-02-18,-8888069.200979179,10744161.696382366,2318280.0949483407,5917782.342123346
2011-02-22,-11470671.543083444,8023910.175192473,2252328.816094808,5935584.67521102
2011-02-23,-11269390.465703975,8229813.252991604,2186988.5660359343,5862820.146431843
2011-02-24,-11364272.225537783,7278948.017012064,2191029.3962422865,5598937.178147331
2011-02-25,-9320591.730512075,6973772.128917924,2197441.0777516398,6252135.199314029
2011-02-28,-8795710.861485578,4118909.5809887783,2129529.9052396794,6197047.292082095
2011-03-01,-6735881.043893299,4869040.715805167,2141746.358850903,5938795.422612797
2011-03-02,-4353117.369296634,5036843.109125075,2182850.4793031104,5946808.074579557
2011-03-03,-3095393.1838643914,5798770.132356423,2155969.161751971,5930446.615834751
2011-03-04,-2500894.8655801546,6082366.0062235985,2210357.214855547,5945059.065241793
2011-03-07,-2016756.0199840395,4089388.4458263814,2248715.2258743714,5558358.479591751
2011-03-08,-4159792.825506789,4434527.831300268,2270924.877895753,5566862.846434779
2011-03-09,-4026350.732326262,4763103.428816534,2293567.3652311214,5562516.646006699
2011-03-10,-4148015.308678628,3578068.839762542,2316016.2710200176,5518185.366171972
2011-03-11,-3812604.0273824204,4042426.3473928077,2254395.7382556014,5580669.594326623
2011-03-14,-6715730.1964867525,2794309.1879473347,2193029.073723509,5624463.030247305
2011-03-15,-5844026.324588964,2492411.4610025072,2151337.055181097,5690115.413461516
2011-03-16,-5070569.431025883,2876579.0842714123,2177511.9151699385,5738022.372175646
2011-03-17,-4616675.5115587525,3404483.9146202956,2196140.569463279,5760556.65063289
2011-03-18,-4792452.813739145,3319406.77452961,2254504.498405684,5679975.618334584
2011-03-21,-6051594.341206001,1588008.6646408353,2245028.318833158,4965108.844351993
2011-03-22,-6037882.020694947,1653055.0532905424,2265783.274325212,4832366.744677753
2011-03-23,-6994971.149009472,1643523.4208689972,2274876.2303882716,4973819.519557633
2011-03-24,-6893817.732094937,1860951.2640308186,2146497.974478973,5073061.379970996
2011-03-25,-7629890.043818818,2075167.3255112953,2104252.7310555014,4899582.908936189
2011-03-28,-10038089.168697502,244129.34149098233,1909161.3504044502,4985440.422474616
2011-03-29,-11962123.950281594,422978.91569881333,1601295.4387322627,4706403.912343754
2011-03-30,-12920627.47882591,602610.1744815496,1431996.0715948297,4830710.197196083
2011-03-31,-14520183.456788756,-366292.8013134012,1151738.1944006854,4298822.673019125
2011-04-01,-15713347.474023124,503976.1081458498,1073488.733154453,4297920.421119079
2011-04-04,-17165596.8403281,56804.050635668566,912137.5594602047,3646691.084300217
2011-04-05,-17569526.555958822,685224.735821948,689774.9164036005,3747022.563879585
2011-04-06,-17260413.259571075,1293537.1116232304,561902.9910938336,3828023.7832716643
2011-04-07,-17354743.30918433,1398383.5552947097,261682.72482463566,3805866.479954468
2011-04-08,-17456258.482559953,1494862.5953898896,56864.78312603067,3570620.6318305614
2011-04-11,-19624733.453411996,184187.58518707287,-299293.3318223688,3265939.3037490607
2011-04-12,-19515171.563019335,332454.58070536127,-449914.7419034176,3286848.5913371798
2011-04-13,-19964466.88177737,516583.85952882515,-471884.92689882946,2834439.075358382
2011-04-14,-19836731.176568907,621962.611873155,-715154.639263055,2852630.2909016064
2011-04-15,-21191847.043879755,480875.790292633,-744491.1003128407,2863430.117281276
2011-04-18,-22880361.874689203,-911169.5852174636,-1110729.255430782,2606309.1207307996
2011-04-19,-24311984.951369487,-672733.8406446504,-1170872.8015890303,1998915.0897334532
2011-04-20,-24686229.668159172,-214486.4411687008,-1355766.9991144435,2009067.2934245693
2011-04-21,-25116947.88090042,136471.56511509477,-1473836.9281483032,2027483.402472694
2011-04-25,-27629815.474531032,-1206747.1449978915,-1417743.4688278392,1766210.1132813422
2011-04-26,-29087141.59346078,-492765.1489754779,-1385663.8859154745,1809545.0819228154
2011-04-27,-29501197.565788947,92768.5230769352,-1439193.7285794704,1739649.1643660534
2011-04-28,-29485220.38289515,631779.7878165817,-1426064.915758244,1811668.2097141943
2011-04-29,-29053541.38059048,-532064.1176911731,-1363794.8427339275,1485211.8720406578
