,CORN,SOYABEAN,WHEAT_SRW,WHEAT_HRW
2010-06-28,3.5275,9.284999999999998,4.9375,5.060000000000001
2010-06-29,3.4400000000000004,9.22,4.8525,4.95
2010-06-30,3.7350000000000003,9.1225,5.065,5.1325
2010-07-01,3.8449999999999998,9.15,5.2425,5.2700000000000005
2010-07-02,3.8449999999999998,9.1475,5.29,5.329999999999999
2010-07-05,3.8449999999999998,9.1475,5.29,5.329999999999999
2010-07-06,3.7925,9.085,5.355,5.3825
2010-07-07,3.892499999999999,9.3975,5.5925,5.6274999999999995
2010-07-08,3.9624999999999995,9.5475,5.770000000000001,5.795000000000001
2010-07-09,4.07,9.6225,5.665,5.707500000000001
2010-07-12,4.035,9.6,5.642499999999999,5.72
2010-07-13,3.9925000000000006,9.635,5.7825,5.84
2010-07-14,4.079999999999999,9.7025,5.8825,5.8975
2010-07-15,4.16,9.950000000000001,6.244999999999999,6.23
2010-07-16,4.177500000000001,9.9225,6.16,6.155
2010-07-19,4.060000000000001,9.799999999999999,6.115000000000001,6.122500000000001
2010-07-20,4.0,9.81,6.07,6.0649999999999995
2010-07-21,4.0625,9.870000000000003,6.1875,6.1875
2010-07-22,4.035,9.875,6.2749999999999995,6.450000000000001
2010-07-23,3.9775,9.8975,6.2725,6.4775
2010-07-26,3.9175,9.745000000000003,6.21,6.450000000000001
2010-07-27,3.9050000000000002,9.745000000000003,6.270000000000001,6.4775
2010-07-28,4.035,9.8675,6.47,6.630000000000001
2010-07-29,4.065,9.955,6.595,6.78
2010-07-30,4.1875,10.11,6.9375,7.0649999999999995
2010-08-02,4.165,10.1625,7.235000000000001,7.302500000000001
2010-08-03,4.165,10.2475,7.097499999999998,7.1425
2010-08-04,4.28,10.3025,7.555000000000001,7.549999999999999
2010-08-05,4.3,10.3425,8.18,8.0
2010-08-06,4.329999999999999,10.394999999999998,7.58,7.430000000000001
2010-08-09,4.3175,10.4075,7.577500000000001,7.487499999999999
2010-08-10,4.23,10.2825,7.447499999999999,7.402500000000002
2010-08-11,4.2425,10.215000000000002,7.387500000000001,7.345000000000001
2010-08-12,4.3475,10.35,7.5625,7.4775
2010-08-13,4.405,10.505,7.507499999999999,7.485000000000001
2010-08-16,4.3625,10.3775,7.165,7.1475
2010-08-17,4.435000000000001,10.485,7.060000000000001,7.034999999999998
2010-08-18,4.46,10.375,7.097499999999998,7.117500000000001
2010-08-19,4.4125000000000005,10.1925,7.3149999999999995,7.295
2010-08-20,4.4875,10.11,7.29,7.292500000000002
2010-08-23,4.4624999999999995,10.1275,7.4425,7.402500000000002
2010-08-24,4.3425,10.0675,7.2675,7.2524999999999995
2010-08-25,4.3374999999999995,10.07,6.994999999999999,7.0
2010-08-26,4.454999999999999,10.222499999999998,7.117500000000001,7.134999999999999
2010-08-27,4.4925,10.3425,7.202500000000001,7.230000000000002
2010-08-30,4.545000000000001,10.3125,7.2700000000000005,7.342499999999999
2010-08-31,4.5225,10.1925,7.1000000000000005,7.134999999999999
2010-09-01,4.5975,10.15,7.33,7.382499999999999
2010-09-02,4.607500000000001,10.185,7.3774999999999995,7.4350000000000005
2010-09-03,4.7775,10.4375,7.640000000000001,7.6850000000000005
2010-09-06,4.7775,10.4375,7.640000000000001,7.6850000000000005
2010-09-07,4.7975,10.615,7.610000000000001,7.6425
2010-09-08,4.759999999999999,10.582499999999998,7.3925,7.470000000000001
2010-09-09,4.84,10.5525,7.6625000000000005,7.720000000000001
2010-09-10,4.9125000000000005,10.402500000000002,7.657500000000001,7.722499999999998
2010-09-13,4.9675,10.44,7.737499999999999,7.825000000000001
2010-09-14,5.0825000000000005,10.4525,7.6499999999999995,7.795
2010-09-15,5.085,10.527500000000002,7.5649999999999995,7.7250000000000005
2010-09-16,5.0874999999999995,10.46,7.487499999999999,7.625
2010-09-17,5.2575,10.7825,7.6825,7.8100000000000005
2010-09-20,5.2124999999999995,10.945,7.610000000000001,7.705
2010-09-21,5.18,10.900000000000002,7.480000000000002,7.63
2010-09-22,5.1825,10.985,7.5024999999999995,7.6925
2010-09-23,5.122500000000001,11.0325,7.282500000000001,7.507499999999999
2010-09-24,5.3425,11.355000000000002,7.495,7.71
2010-09-27,5.2525,11.3825,7.360000000000001,7.5375000000000005
2010-09-28,5.125,11.197500000000002,7.152500000000002,7.299999999999999
2010-09-29,5.1725,11.08,7.152500000000002,7.3149999999999995
2010-09-30,5.0825000000000005,11.1575,7.07,7.222499999999998
2010-10-01,4.7825,10.667500000000002,6.884999999999999,7.03
2010-10-04,4.829999999999999,10.64,6.807499999999999,6.972499999999998
2010-10-05,5.017499999999999,10.815,6.982500000000001,7.154999999999999
2010-10-06,4.9925,10.72,6.93,7.115000000000001
2010-10-07,5.075,10.75,6.9375,7.134999999999999
2010-10-08,5.375,11.450000000000001,7.5375000000000005,7.730000000000002
2010-10-11,5.6499999999999995,11.629999999999999,7.444999999999999,7.610000000000001
2010-10-12,5.887500000000001,11.894999999999998,7.452500000000001,7.6499999999999995
2010-10-13,5.802500000000001,11.870000000000003,7.382499999999999,7.569999999999999
2010-10-14,5.785,12.072500000000002,7.367500000000001,7.549999999999999
2010-10-15,5.75,12.034999999999998,7.407500000000001,7.597499999999998
2010-10-18,5.692500000000001,12.0325,7.277500000000002,7.467499999999999
2010-10-19,5.579999999999999,11.9975,7.090000000000002,7.305000000000001
2010-10-20,5.855,12.322500000000002,7.197499999999999,7.450000000000001
2010-10-21,5.7575,12.21,7.057499999999999,7.3175
2010-10-22,5.7225,12.1875,7.082500000000001,7.345000000000001
2010-10-25,5.8149999999999995,12.3725,7.1225000000000005,7.4575000000000005
2010-10-26,5.84,12.3775,7.3100000000000005,7.625
2010-10-27,5.9025,12.42,7.415,7.7749999999999995
2010-10-28,5.920000000000001,12.405000000000001,7.58,7.9375
2010-10-29,5.950000000000001,12.402500000000002,7.572499999999999,7.944999999999999
2010-11-01,5.905,12.400000000000002,7.424999999999999,7.784999999999998
2010-11-02,5.892499999999999,12.405000000000001,7.340000000000002,7.7325
2010-11-03,5.945,12.447500000000002,7.295,7.7124999999999995
2010-11-04,6.0375000000000005,12.832499999999998,7.534999999999998,7.9350000000000005
2010-11-05,6.017499999999999,12.924999999999999,7.6899999999999995,8.11
2010-11-08,5.9925,12.832499999999998,7.762500000000001,8.2025
2010-11-09,5.9025,13.379999999999999,7.612499999999999,8.120000000000003
2010-11-10,5.887500000000001,13.280000000000001,7.765000000000001,7.9775
2010-11-11,5.8525,13.47,7.6899999999999995,7.930000000000001
2010-11-12,5.552500000000001,12.769999999999998,7.325000000000001,7.555000000000001
2010-11-15,5.755000000000001,12.9375,7.3500000000000005,7.577500000000001
2010-11-16,5.46,12.269999999999998,6.872500000000001,7.1475
2010-11-17,5.4624999999999995,12.120000000000003,6.957500000000001,7.1899999999999995
2010-11-18,5.625,12.4925,7.0925,7.3374999999999995
2010-11-19,5.420000000000001,12.090000000000002,7.085,7.3500000000000005
2010-11-22,5.372500000000001,12.287499999999998,7.0925,7.375
2010-11-23,5.5075,12.462500000000002,7.055,7.37
2010-11-24,5.615000000000001,12.6275,7.1000000000000005,7.4350000000000005
2010-11-25,5.615000000000001,12.6275,7.1000000000000005,7.4350000000000005
2010-11-26,5.607500000000001,12.47,7.12,7.4575000000000005
2010-11-29,5.612499999999999,12.435,7.157500000000001,7.5175
2010-11-30,5.515,12.515,7.157500000000001,7.547500000000001
2010-12-01,5.7425,12.915000000000003,7.632499999999999,8.040000000000001
2010-12-02,5.634999999999999,12.8775,7.674999999999999,8.0925
2010-12-03,5.805,13.069999999999997,7.907500000000001,8.2875
2010-12-06,5.762500000000001,12.9525,8.1175,8.4425
2010-12-07,5.697499999999999,12.942499999999999,8.055,8.4
2010-12-08,5.829999999999999,13.049999999999999,8.085,8.445
2010-12-09,5.829999999999999,12.905000000000001,8.14,8.505
2010-12-10,5.829999999999999,12.870000000000003,8.012500000000001,8.385
2010-12-13,5.97,13.165000000000003,8.0675,8.4275
2010-12-14,5.950000000000001,13.102500000000003,7.882499999999999,8.235
2010-12-15,5.9225,13.137500000000001,7.9125000000000005,8.195
2010-12-16,5.954999999999999,13.069999999999997,7.7675,8.1225
2010-12-17,6.0425,13.185,7.842499999999999,8.2025
2010-12-20,6.07,13.347499999999998,7.965000000000002,8.347499999999998
2010-12-21,6.1025,13.444999999999997,7.924999999999999,8.347499999999998
2010-12-22,6.170000000000001,13.467500000000001,8.097499999999998,8.525
2010-12-23,6.22,13.67,8.102500000000001,8.53
2010-12-24,6.22,13.67,8.102500000000001,8.53
2010-12-27,6.23,13.909999999999998,8.0725,8.525
2010-12-28,6.3125,13.935,8.24,8.69
2010-12-29,6.32,13.840000000000002,8.2575,8.665000000000001
2010-12-30,6.240000000000001,13.825000000000001,8.1175,8.525
2010-12-31,6.365000000000001,14.090000000000002,8.207499999999998,8.595
2011-01-03,6.285,13.870000000000003,8.305,8.7175
2011-01-04,6.1675,13.769999999999998,8.1625,8.582499999999998
2011-01-05,6.2749999999999995,14.004999999999999,8.35,8.8275
2011-01-06,6.107500000000001,13.864999999999998,8.1625,8.682500000000003
2011-01-07,6.0375000000000005,13.737499999999999,8.0175,8.5625
2011-01-10,6.155,13.885000000000002,7.950000000000001,8.5175
2011-01-11,6.1525,13.6575,7.8725000000000005,8.485
2011-01-12,6.3975,14.237499999999999,7.9825,8.6275
2011-01-13,6.515000000000001,14.254999999999999,8.1225,8.792500000000002
2011-01-14,6.579999999999999,14.3125,8.03,8.707499999999998
2011-01-17,6.579999999999999,14.3125,8.03,8.707499999999998
2011-01-18,6.692500000000001,14.2325,8.222499999999998,8.8675
2011-01-19,6.512500000000001,14.22,8.26,8.8825
2011-01-20,6.640000000000001,14.245000000000001,8.32,8.97
2011-01-21,6.670000000000001,14.227500000000001,8.5025,9.1
2011-01-24,6.6499999999999995,14.150000000000002,8.6175,9.1875
2011-01-25,6.542500000000002,13.855000000000002,8.655,9.2825
2011-01-26,6.68,13.965000000000002,8.8425,9.505
2011-01-27,6.61,14.099999999999998,8.75,9.432500000000003
2011-01-28,6.545000000000001,14.082499999999998,8.555,9.227500000000001
2011-01-31,6.700000000000001,14.2325,8.707499999999998,9.3575
2011-02-01,6.765000000000001,14.480000000000002,8.6625,9.35
2011-02-02,6.7975,14.540000000000001,8.94,9.637500000000001
2011-02-03,6.732500000000001,14.457499999999998,8.9,9.6
2011-02-04,6.892499999999999,14.440000000000001,8.847499999999998,9.5375
2011-02-07,6.857500000000001,14.355000000000002,8.905,9.644999999999998
2011-02-08,6.847499999999998,14.460000000000004,9.06,9.832499999999998
2011-02-09,7.0874999999999995,14.629999999999999,9.1775,10.08
2011-02-10,7.137500000000001,14.452499999999999,9.21,9.8725
2011-02-11,7.220000000000001,14.370000000000001,9.255,9.924999999999999
2011-02-14,7.112499999999999,14.235000000000001,9.31,9.9625
2011-02-15,7.042500000000002,13.885000000000002,9.0,9.635
2011-02-16,7.045000000000001,13.852500000000003,8.977500000000001,9.5
2011-02-17,7.2675,14.237499999999999,9.137500000000001,9.7325
2011-02-18,7.245,13.89,8.86,9.505
2011-02-21,7.245,13.89,8.86,9.505
2011-02-22,6.945,13.19,8.265,8.935
2011-02-23,7.07,13.402500000000002,8.3125,9.0025
2011-02-24,7.009999999999999,13.3775,8.1425,8.8225
2011-02-25,7.2675,13.8275,8.409999999999998,9.090000000000002
2011-02-28,7.3325000000000005,13.724999999999998,8.4825,9.225
2011-03-01,7.382499999999999,13.819999999999997,8.4075,9.207499999999998
2011-03-02,7.2524999999999995,14.0175,8.3975,9.185
2011-03-03,7.402500000000002,14.192499999999999,8.53,9.2725
2011-03-04,7.327500000000001,14.212500000000002,8.6,9.3675
2011-03-07,7.2250000000000005,14.027500000000002,8.3025,9.08
2011-03-08,7.11,13.900000000000002,8.115,8.840000000000002
2011-03-09,7.07,13.572500000000002,7.909999999999998,8.64
2011-03-10,6.890000000000001,13.637500000000001,7.7250000000000005,8.475
2011-03-11,6.707500000000001,13.424999999999999,7.507499999999999,8.3375
2011-03-14,6.7250000000000005,13.480000000000002,7.529999999999999,8.365
2011-03-15,6.424999999999999,12.780000000000001,7.005000000000001,7.8774999999999995
2011-03-16,6.237499999999999,12.9525,6.96,7.887500000000001
2011-03-17,6.5375000000000005,13.435,7.452500000000001,8.417500000000002
2011-03-18,6.8999999999999995,13.715000000000002,7.585,8.557500000000003
2011-03-21,6.935000000000001,13.730000000000002,7.569999999999999,8.527500000000002
2011-03-22,6.9399999999999995,13.75,7.577500000000001,8.557500000000003
2011-03-23,6.884999999999999,13.61,7.5024999999999995,8.405
2011-03-24,7.079999999999999,13.644999999999998,7.7475000000000005,8.637500000000001
2011-03-25,6.954999999999999,13.685,7.6875,8.6575
2011-03-28,6.78,13.592500000000001,7.610000000000001,8.5925
2011-03-29,6.7875000000000005,13.722499999999998,7.7275,8.775
2011-03-30,6.71,13.8275,7.632499999999999,8.727500000000001
2011-03-31,7.009999999999999,14.210000000000004,7.992500000000001,9.185
2011-04-01,7.430000000000001,14.042500000000002,7.96,9.1725
2011-04-04,7.009999999999999,13.9525,8.2675,9.585
2011-04-05,7.0375000000000005,13.847499999999998,8.602500000000001,9.605000000000002
2011-04-06,7.034999999999998,13.882499999999997,8.557500000000003,9.6325
2011-04-07,7.020000000000001,13.754999999999999,8.4525,9.47
2011-04-08,7.11,14.037499999999998,8.674999999999999,9.57
2011-04-11,7.1850000000000005,13.802499999999998,8.67,9.432500000000003
2011-04-12,6.965000000000002,13.442499999999999,8.305,9.174999999999999
2011-04-13,7.0249999999999995,13.515,8.2725,9.085
2011-04-14,7.0649999999999995,13.4525,8.1475,8.8725
2011-04-15,7.015000000000001,13.397500000000004,8.1725,8.894999999999998
2011-04-18,7.12,13.492500000000003,8.4675,9.200000000000001
2011-04-19,7.154999999999999,13.540000000000003,8.5875,9.5075
2011-04-20,6.972499999999998,13.659999999999998,8.597499999999998,9.450000000000001
2011-04-21,7.042500000000002,13.825000000000001,8.75,9.582499999999998
2011-04-22,7.042500000000002,13.825000000000001,8.75,9.582499999999998
2011-04-25,7.240000000000001,13.825000000000001,9.027500000000002,9.8675
2011-04-26,7.245,13.7475,8.9,9.765
2011-04-27,7.1425,13.685,8.5675,9.394999999999998
2011-04-28,6.8425,13.3775,8.222499999999998,8.987499999999999
2011-04-29,7.159999999999998,13.742500000000003,8.465000000000002,9.205
2011-05-02,7.034999999999998,13.737499999999999,8.35,9.097499999999998
2011-05-03,6.987499999999999,13.542500000000002,8.340000000000002,9.1625
2011-05-04,7.034999999999998,13.385000000000002,8.137500000000001,8.9525
2011-05-05,6.8774999999999995,13.067499999999999,7.972499999999998,8.7525
2011-05-06,6.682499999999999,13.085000000000004,8.03,8.9275
2011-05-09,6.86,13.194999999999997,8.33,9.325000000000001
2011-05-10,6.8125,13.224999999999998,8.415000000000001,9.4525
2011-05-11,6.512500000000001,13.210000000000004,8.049999999999999,9.174999999999999
2011-05-12,6.53,13.262500000000001,7.822499999999999,8.9375
2011-05-13,6.5375000000000005,13.1075,7.7700000000000005,8.870000000000003
2011-05-16,6.715000000000002,13.0625,7.842499999999999,8.935
2011-05-17,6.927500000000001,13.205,8.0725,9.120000000000003
2011-05-18,7.174999999999999,13.5325,8.585,9.534999999999998
2011-05-19,7.115000000000001,13.495000000000003,8.5525,9.6175
2011-05-20,7.174999999999999,13.504999999999999,8.4925,9.4975
2011-05-23,7.197499999999999,13.507499999999997,8.505,9.4975
2011-05-24,7.049999999999999,13.542500000000002,8.284999999999998,9.307500000000003
2011-05-25,7.1475,13.61,8.455,9.480000000000002
2011-05-26,7.1825,13.724999999999998,8.63,9.620000000000003
2011-05-27,7.282500000000001,13.685,8.682500000000003,9.615
2011-05-30,7.282500000000001,13.685,8.682500000000003,9.615
2011-05-31,7.174999999999999,13.635000000000002,8.32,9.275
2011-06-01,7.282500000000001,13.7475,8.0925,9.112499999999999
2011-06-02,7.415,13.927499999999998,8.1875,9.2875
2011-06-03,7.3100000000000005,13.97,8.195,9.335
2011-06-06,7.115000000000001,13.727500000000003,7.902500000000002,9.299999999999999
2011-06-07,7.17,13.852500000000003,7.805000000000001,9.1775
2011-06-08,7.360000000000001,13.924999999999999,7.922500000000001,9.277500000000002
2011-06-09,7.54,13.867500000000003,7.827500000000001,9.1475
2011-06-10,7.5600000000000005,13.912499999999998,7.8575,9.0875
2011-06-13,7.5175,13.864999999999998,8.165000000000001,8.924999999999999
2011-06-14,7.29,13.737499999999999,8.025,8.8375
2011-06-15,7.0475,13.760000000000002,7.797500000000001,8.635
2011-06-16,6.53,13.597499999999998,7.5375000000000005,8.417500000000002
2011-06-17,6.6000000000000005,13.427499999999998,7.532500000000001,8.46
2011-06-20,6.605000000000002,13.4525,7.452500000000001,8.4375
2011-06-21,6.802500000000001,13.595,7.542500000000002,8.46
2011-06-22,6.5024999999999995,13.4225,7.194999999999999,8.14
2011-06-23,6.46,13.275000000000002,7.1425,8.03
2011-06-24,6.32,13.194999999999997,7.055,7.930000000000001
2011-06-27,6.267499999999999,13.25,6.957500000000001,7.730000000000002
2011-06-28,6.53,13.292500000000002,7.1499999999999995,7.8925
2011-06-29,6.505000000000001,13.3275,7.174999999999999,7.8999999999999995
2011-06-30,6.204999999999999,13.042500000000002,6.575000000000001,7.3325000000000005
2011-07-01,5.9675,13.227500000000003,6.6000000000000005,7.4750000000000005
2011-07-04,5.9675,13.227500000000003,6.6000000000000005,7.4750000000000005
2011-07-05,6.125,13.280000000000001,6.807499999999999,7.6225000000000005
2011-07-06,6.085,13.284999999999998,6.7175,7.532500000000001
2011-07-07,6.155,13.474999999999998,6.755000000000001,7.5024999999999995
2011-07-08,6.369999999999999,13.56,6.905,7.54
2011-07-11,6.457500000000001,13.572500000000002,6.740000000000001,7.382499999999999
2011-07-12,6.707500000000001,13.685,7.052500000000001,7.597499999999998
2011-07-13,6.917500000000002,13.894999999999998,7.427500000000001,7.88
2011-07-14,6.902500000000002,13.9225,7.38,7.909999999999998
2011-07-15,6.952500000000001,13.957499999999998,7.235000000000001,7.8975
2011-07-18,6.887500000000001,13.960000000000004,7.1825,7.845000000000001
2011-07-19,6.9925,13.9075,7.2675,8.01
2011-07-20,6.8975,13.932500000000003,7.3525,8.17
2011-07-21,6.857500000000001,13.972499999999998,7.167500000000002,7.9825
2011-07-22,6.982500000000001,13.977500000000003,7.3100000000000005,8.042500000000002
2011-07-25,6.872500000000001,13.819999999999997,7.29,7.9624999999999995
2011-07-26,6.994999999999999,13.985,7.345000000000001,8.065
2011-07-27,7.04,13.905000000000001,7.452500000000001,8.1425
2011-07-28,6.987499999999999,13.819999999999997,7.3500000000000005,8.095
2011-07-29,6.8149999999999995,13.682500000000003,7.157500000000001,7.930000000000001
2011-08-01,6.985,13.730000000000002,7.5175,7.972499999999998
2011-08-02,7.2725,13.902500000000002,7.88,8.335
2011-08-03,7.255,13.835000000000004,7.799999999999999,8.222499999999998
2011-08-04,7.1425,13.5625,7.575000000000001,7.96
2011-08-05,7.159999999999998,13.472499999999998,7.6025,8.034999999999998
2011-08-08,6.994999999999999,13.227500000000003,7.325000000000001,7.782500000000001
2011-08-09,7.020000000000001,13.11,7.407500000000001,7.867500000000001
2011-08-10,7.015000000000001,13.1275,7.552500000000001,8.225
2011-08-11,7.2675,13.427499999999998,7.697499999999999,8.4625
2011-08-12,7.2749999999999995,13.457499999999998,7.654999999999999,8.3175
2011-08-15,7.33,13.6225,7.75,8.47
2011-08-16,7.402500000000002,13.602500000000003,7.8125,8.5325
2011-08-17,7.384999999999999,13.777500000000002,7.8774999999999995,8.582499999999998
2011-08-18,7.259999999999999,13.717500000000001,7.702500000000001,8.2975
2011-08-19,7.38,13.787499999999998,7.890000000000001,8.527500000000002
2011-08-22,7.470000000000001,13.9525,7.965000000000002,8.575000000000001
